id_bv;Niveau de pauvreté;Niveau de participation;Cluster
12_17;-1.9107613273121002;1.4206915721348705;1
12_18;0.1686781734888758;2.5943877563928845;1
12_19;0.5558930364357666;0.31129578703009875;1
12_20;0.022452326317798556;1.4624793106803893;1
12_21;0.12432254973757308;0.1614908662582411;1
12_22;2.354834264391487;-2.7384283174331103;2
12_23;0.7921834818215118;-0.7966501571601465;1
12_24;1.4550943303558055;0.6145615382551505;1
12_25;0.45097973380559353;-0.758949610817246;1
12_26;0.05018549033375626;0.27231496475944045;1
12_27;1.4077885773357794;1.3665934219675353;1
12_28;1.109559270746745;-1.0260408302995785;2
12_29;0.24042536871071596;0.021236158861015455;1
12_30;-1.2761242882309218;1.3288230278011126;1
12_31;0.02668409023626382;0.8340603383853519;1
12_32;-0.3802942923981008;1.2834302437173757;1
12_33;0.3419105201670823;0.21379544796145564;1
12_34;-0.4460742878141539;0.18382785265765342;1
12_35;-1.3267735726215006;1.864410348320211;1
12_36;0.7137570262812787;-1.7421093477678555;2
12_37;1.3743622326021427;-2.823962386378026;2
12_38;-0.10420042760082622;-0.3195445201635148;1
12_39;0.14108738444445185;-0.5115483476814406;1
12_40;0.23390940661190104;0.6936120284056428;1
12_41;-0.6193543118208055;1.1556162678523831;1
12_42;0.7029521636321896;-0.09482301131245428;1
12_43;0.1621646513290877;-2.0638957633585213;2
12_44;0.7961102362560317;-0.33290741120268114;1
12_45;2.6662182034581505;-3.4189927931433792;2
12_46;1.4173505235972201;-1.1620529329609597;2
12_47;0.9663217597398758;-3.0188536607061973;2
12_48;1.2123544540671518;-1.1444153279330227;2
12_49;1.7084748209157963;1.281956961301497;1
12_50;2.760856576558727;-0.7733978129388559;2
12_51;1.7753045897720299;-2.0452615778703978;2
12_52;-0.25823739620761116;2.028021445531518;1
12_53;-0.16850730007616108;1.3964039564968436;1
12_54;-0.2230440470511867;-0.22214671080193935;1
12_55;1.4195542475322143;2.576840015449645;1
12_56;0.7010962065979728;2.9308211160028192;1
12_57;2.506740684566057;2.8397093645285243;1
12_58;1.7391721385593846;1.864257073242521;1
12_59;0.6164243937425766;0.5483018221162158;1
12_60;2.116754190486884;1.3908459704467948;1
12_61;0.37717353898953;-1.0959529871231741;1
12_62;0.6066718307013624;4.092836986865901;1
12_63;2.085510362109098;-0.633496177736596;2
12_64;-0.8299633236071673;0.8135219195770813;1
13_01;0.37359951037808925;2.3264935791855046;1
13_02;0.794347478531472;0.14277684417163355;1
13_03;1.8874030775755488;-0.26113451951214983;1
13_04;2.4024910737744496;-2.754946143240635;2
13_05;1.2376970607446742;-0.1156151825988272;1
13_06;0.707790601690277;0.6010837955859921;1
13_07;2.423287859360193;-1.0978688208230922;2
13_08;2.6697308860070113;-2.1915235604865644;2
13_09;1.905928861958297;-3.5305045198186904;2
13_10;2.121048323588905;-3.4913814754948826;2
13_11;2.3799683024627356;-4.040435960494214;2
13_12;1.9767872177807018;-3.7723159081962696;2
13_13;2.725193535602458;0.6636702739494054;1
13_14;2.066965641981385;-4.304026354362195;2
13_15;2.4161413731162065;-5.077192897175781;2
13_16;4.106280990138002;-2.7559782218752633;2
13_17;1.6506767699725844;-2.0715738836420234;2
13_18;2.939159206373694;-3.9944464779852074;2
13_19;3.3686222044503205;-5.216589078648758;2
13_20;2.8435660845604698;-6.184428764169825;2
13_21;2.478791837882265;-6.137943440426591;2
13_22;2.974510707615994;-5.995213070662433;2
13_23;2.696340146253911;-1.4011408711825806;2
13_24;2.460899025698108;-2.290958039482174;2
13_25;3.7245503576474133;-3.987486772450434;2
