,taux_abstention,ecart_voix_G,p_G_LEG,nb_PS,nb_EELV,nb_PCF,nb_LFI,autresGauche,ExtGauche,p_D_LEG,ecart_D,nb_LR,nb_RN,nb_Rec,nb_autreDroite,nb_extDroite,p_procuration,nombre_jeune,p_etranger,nb_nature,age_moyen,revenu_annuel,prix_immo_m2,pourct_T1/T2,pour_logSocial
niveau de pauvreté,0.12960186392011208,0.26802959077218147,0.3264866828643371,0.12280551590224081,0.18151051266392929,0.23396158775227469,0.3084728298248597,0.1137018147378997,0.22196325157343572,-0.25708918543029,0.1448412317725014,-0.3059622655249494,-0.10356725945648308,-0.2775019492186378,0.03054971624771622,0.07305599306100954,-0.14601483321955383,0.040141626693734944,0.11841850812546834,0.04140372851600882,-0.1703898560373409,-0.2907729896355584,-0.27453122987390255,0.19031471003110503,0.07826273867068334
niveau de participation,-0.350764745309763,-0.19363896389350965,0.045817333792829595,0.35655623352497867,0.3177767008316989,0.08292096191888976,-0.04053130272583662,0.12847967213044936,-0.0022503582216736873,-0.22707921212727336,-0.13977396361247235,-0.039157423344848244,-0.2614439737113988,-0.10828455664911005,-0.01996924836991947,-0.11304676937918166,0.33769902781675387,-0.2343381121838716,-0.35311525344945793,-0.07094119632012237,-0.09213099836507727,0.017123568546906318,0.05083872622505009,-0.253199384524895,0.21018549099011408
